0,31.625000,43.000000,28.535645
1,31.562500,43.000000,28.535645
2,31.562500,43.000000,28.536285
3,31.500000,43.000000,28.536604
4,31.562500,43.000000,28.537245
5,31.500000,43.000000,28.537884
6,31.625000,43.000000,28.538523
7,31.687500,43.000000,28.539482
8,31.750000,43.000000,28.540123
9,31.875000,43.000000,28.541082
10,32.062500,43.000000,28.541721
11,32.187500,43.000000,28.542360
12,32.312500,43.000000,28.543320
13,32.562500,43.000000,28.544279
14,32.687500,43.000000,28.544600
15,32.812500,43.000000,28.545559
16,33.000000,43.000000,28.546837
17,33.312500,43.000000,28.547478
18,33.500000,43.000000,28.547796
19,33.625000,43.000000,28.548437
20,33.812500,43.000000,28.548756
21,34.187500,43.000000,28.549715
22,34.312500,43.000000,28.550356
23,34.500000,43.000000,28.551634
24,34.937500,43.000000,28.552275
25,35.062500,43.000000,28.552593
26,35.187500,43.000000,28.553873
27,35.437500,43.000000,28.554512
28,35.875000,43.000000,28.555471
29,36.000000,43.000000,28.556112
30,36.187500,43.000000,28.557072
31,36.437500,43.000000,28.558350
32,36.812500,43.000000,28.559309
33,37.000000,43.000000,28.559950
34,37.187500,43.000000,28.560268
35,37.625000,43.000000,28.561228
36,37.812500,43.000000,28.561867
37,38.000000,43.000000,28.562187
38,38.187500,43.000000,28.562826
39,38.562500,43.000000,28.563467
40,38.750000,43.000000,28.563786
41,38.937500,43.000000,28.564426
42,39.250000,43.000000,28.564745
43,39.437500,43.000000,28.565065
44,39.625000,43.000000,28.565065
45,39.750000,43.000000,28.565386
46,40.062500,43.000000,28.566025
47,40.250000,43.000000,28.566664
48,40.375000,43.000000,28.567305
49,40.562500,43.000000,28.567623
50,40.812500,43.000000,28.567944
51,40.937500,43.000000,28.568264
52,41.062500,43.000000,28.568583
53,41.250000,43.000000,28.568264
54,41.312500,43.000000,28.567944
55,41.437500,43.000000,28.568264
56,41.562500,43.000000,28.567944
57,41.687500,43.000000,28.567623
58,41.750000,43.000000,28.567944
59,41.875000,43.000000,28.568264
60,41.937500,43.000000,28.568264
61,42.062500,43.000000,28.568264
62,42.062500,43.000000,28.568583
63,42.125000,43.000000,28.568903
64,42.250000,43.000000,28.569542
65,42.250000,43.000000,28.570183
66,42.250000,43.000000,28.570183
67,42.312500,43.000000,28.570501
68,42.375000,43.000000,28.570501
69,42.437500,43.000000,28.570822
70,42.500000,43.000000,28.571142
71,42.500000,43.000000,28.571142
72,42.500000,43.000000,28.571142
73,42.500000,43.000000,28.571461
74,42.500000,43.000000,28.572102
75,42.562500,43.000000,28.572102
76,42.562500,43.000000,28.572102
77,42.562500,43.000000,28.572420
78,42.562500,43.000000,28.572741
79,42.562500,43.000000,28.573061
80,42.562500,43.000000,28.573061
