0,30.625000,25.000000,26.923943
1,30.625000,25.000000,26.923943
2,30.625000,25.000000,26.924263
3,30.562500,25.000000,26.923943
4,30.562500,25.000000,26.923624
5,30.562500,25.000000,26.923304
6,30.500000,25.000000,26.923304
7,30.500000,25.000000,26.922983
8,30.375000,25.000000,26.922665
9,30.375000,25.000000,26.922983
10,30.312500,25.000000,26.922665
11,30.250000,25.000000,26.922344
12,30.250000,25.000000,26.921064
13,30.187500,25.000000,26.920746
14,30.187500,25.000000,26.920107
15,30.125000,25.000000,26.918188
16,30.062500,25.000000,26.916269
17,30.000000,25.000000,26.915310
18,29.937500,25.000000,26.914030
19,29.875000,25.000000,26.913391
20,29.875000,25.000000,26.913071
21,29.875000,25.000000,26.912750
22,29.812500,25.000000,26.912432
23,29.750000,25.000000,26.912750
24,29.687500,25.000000,26.913071
25,29.687500,25.000000,26.913710
